pid,n_sessions,n_transitions,first_session_id,last_session_id,first_state,last_state,state_sequence,session_id_sequence,has_minimal_state,has_purchase_anomaly,update_window_sessions
p9427,7,6,p9427_s0001,p9427_s0007,3,1,3 1 1 1 1 1 1,p9427_s0001 p9427_s0002 p9427_s0003 p9427_s0004 p9427_s0005 p9427_s0006 p9427_s0007,False,False,2
p9428,1,0,p9428_s0001,p9428_s0001,0,0,0,p9428_s0001,False,False,1
p9429,34,33,p9429_s0001,p9429_s0034,0,4,0 1 1 1 1 1 2 3 2 2 3 2 2 2 1 4 4 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4,p9429_s0001 p9429_s0002 p9429_s0003 p9429_s0004 p9429_s0005 p9429_s0006 p9429_s0007 p9429_s0008 p9429_s0009 p9429_s0010 p9429_s0011 p9429_s0012 p9429_s0013 p9429_s0014 p9429_s0015 p9429_s0016 p9429_s0017 p9429_s0018 p9429_s0019 p9429_s0020 p9429_s0021 p9429_s0022 p9429_s0023 p9429_s0024 p9429_s0025 p9429_s0026 p9429_s0027 p9429_s0028 p9429_s0029 p9429_s0030 p9429_s0031 p9429_s0032 p9429_s0033 p9429_s0034,True,True,2
p943,2,1,p943_s0001,p943_s0002,0,4,0 4,p943_s0001 p943_s0002,True,False,0
p9430,21,20,p9430_s0001,p9430_s0021,0,4,0 1 1 1 1 2 4 4 2 1 1 2 1 2 1 1 1 2 4 1 4,p9430_s0001 p9430_s0002 p9430_s0003 p9430_s0004 p9430_s0005 p9430_s0006 p9430_s0007 p9430_s0008 p9430_s0009 p9430_s0010 p9430_s0011 p9430_s0012 p9430_s0013 p9430_s0014 p9430_s0015 p9430_s0016 p9430_s0017 p9430_s0018 p9430_s0019 p9430_s0020 p9430_s0021,True,False,0
p9431,1,0,p9431_s0001,p9431_s0001,0,0,0,p9431_s0001,False,False,0
p9432,6,5,p9432_s0001,p9432_s0006,0,1,0 1 2 1 2 1,p9432_s0001 p9432_s0002 p9432_s0003 p9432_s0004 p9432_s0005 p9432_s0006,False,False,0
p9433,3,2,p9433_s0001,p9433_s0003,0,1,0 1 1,p9433_s0001 p9433_s0002 p9433_s0003,False,False,0
p9434,2,1,p9434_s0001,p9434_s0002,0,1,0 1,p9434_s0001 p9434_s0002,False,False,0
p9435,9,8,p9435_s0001,p9435_s0009,0,1,0 1 1 2 3 1 1 1 1,p9435_s0001 p9435_s0002 p9435_s0003 p9435_s0004 p9435_s0005 p9435_s0006 p9435_s0007 p9435_s0008 p9435_s0009,False,False,0
p9436,1,0,p9436_s0001,p9436_s0001,0,0,0,p9436_s0001,False,False,1
p9437,21,20,p9437_s0001,p9437_s0021,0,2,0 1 1 1 2 1 2 1 1 0 2 1 2 2 2 1 2 1 2 2 2,p9437_s0001 p9437_s0002 p9437_s0003 p9437_s0004 p9437_s0005 p9437_s0006 p9437_s0007 p9437_s0008 p9437_s0009 p9437_s0010 p9437_s0011 p9437_s0012 p9437_s0013 p9437_s0014 p9437_s0015 p9437_s0016 p9437_s0017 p9437_s0018 p9437_s0019 p9437_s0020 p9437_s0021,False,False,0
p9438,18,17,p9438_s0001,p9438_s0018,4,2,4 3 3 2 1 1 1 3 4 2 4 2 2 2 3 1 1 2,p9438_s0001 p9438_s0002 p9438_s0003 p9438_s0004 p9438_s0005 p9438_s0006 p9438_s0007 p9438_s0008 p9438_s0009 p9438_s0010 p9438_s0011 p9438_s0012 p9438_s0013 p9438_s0014 p9438_s0015 p9438_s0016 p9438_s0017 p9438_s0018,True,True,0
p9439,1,0,p9439_s0001,p9439_s0001,0,0,0,p9439_s0001,False,False,0
p944,11,10,p944_s0001,p944_s0011,2,2,2 2 1 1 2 1 2 1 4 4 2,p944_s0001 p944_s0002 p944_s0003 p944_s0004 p944_s0005 p944_s0006 p944_s0007 p944_s0008 p944_s0009 p944_s0010 p944_s0011,True,False,0
p9440,5,4,p9440_s0001,p9440_s0005,0,4,0 1 1 1 4,p9440_s0001 p9440_s0002 p9440_s0003 p9440_s0004 p9440_s0005,True,False,1
p9441,3,2,p9441_s0001,p9441_s0003,0,4,0 4 4,p9441_s0001 p9441_s0002 p9441_s0003,True,False,0
p9442,1,0,p9442_s0001,p9442_s0001,4,4,4,p9442_s0001,True,False,0
p9443,7,6,p9443_s0001,p9443_s0007,0,4,0 1 1 1 1 0 4,p9443_s0001 p9443_s0002 p9443_s0003 p9443_s0004 p9443_s0005 p9443_s0006 p9443_s0007,True,False,0
p9444,37,36,p9444_s0001,p9444_s0037,0,3,0 2 1 1 2 1 1 1 1 1 1 1 1 1 4 4 1 2 1 2 1 1 4 1 1 1 2 3 1 2 2 1 3 2 2 1 3,p9444_s0001 p9444_s0002 p9444_s0003 p9444_s0004 p9444_s0005 p9444_s0006 p9444_s0007 p9444_s0008 p9444_s0009 p9444_s0010 p9444_s0011 p9444_s0012 p9444_s0013 p9444_s0014 p9444_s0015 p9444_s0016 p9444_s0017 p9444_s0018 p9444_s0019 p9444_s0020 p9444_s0021 p9444_s0022 p9444_s0023 p9444_s0024 p9444_s0025 p9444_s0026 p9444_s0027 p9444_s0028 p9444_s0029 p9444_s0030 p9444_s0031 p9444_s0032 p9444_s0033 p9444_s0034 p9444_s0035 p9444_s0036 p9444_s0037,True,False,0
p9445,5,4,p9445_s0001,p9445_s0005,2,4,2 4 1 1 4,p9445_s0001 p9445_s0002 p9445_s0003 p9445_s0004 p9445_s0005,True,False,0
p9446,1,0,p9446_s0001,p9446_s0001,2,2,2,p9446_s0001,False,False,0
p9447,3,2,p9447_s0001,p9447_s0003,2,1,2 2 1,p9447_s0001 p9447_s0002 p9447_s0003,False,False,0
p9448,5,4,p9448_s0001,p9448_s0005,0,2,0 1 1 2 2,p9448_s0001 p9448_s0002 p9448_s0003 p9448_s0004 p9448_s0005,False,False,2
p9449,23,22,p9449_s0001,p9449_s0023,2,1,2 1 2 2 1 2 2 1 2 2 2 2 2 2 1 2 2 2 2 4 2 2 1,p9449_s0001 p9449_s0002 p9449_s0003 p9449_s0004 p9449_s0005 p9449_s0006 p9449_s0007 p9449_s0008 p9449_s0009 p9449_s0010 p9449_s0011 p9449_s0012 p9449_s0013 p9449_s0014 p9449_s0015 p9449_s0016 p9449_s0017 p9449_s0018 p9449_s0019 p9449_s0020 p9449_s0021 p9449_s0022 p9449_s0023,True,False,0
p945,1,0,p945_s0001,p945_s0001,4,4,4,p945_s0001,True,False,0
p9450,12,11,p9450_s0001,p9450_s0012,0,4,0 1 1 2 1 2 1 4 2 2 1 4,p9450_s0001 p9450_s0002 p9450_s0003 p9450_s0004 p9450_s0005 p9450_s0006 p9450_s0007 p9450_s0008 p9450_s0009 p9450_s0010 p9450_s0011 p9450_s0012,True,False,0
p9451,8,7,p9451_s0001,p9451_s0008,0,2,0 1 1 2 1 2 4 2,p9451_s0001 p9451_s0002 p9451_s0003 p9451_s0004 p9451_s0005 p9451_s0006 p9451_s0007 p9451_s0008,True,False,0
p9452,1,0,p9452_s0001,p9452_s0001,2,2,2,p9452_s0001,False,False,0
p9453,6,5,p9453_s0001,p9453_s0006,0,1,0 1 1 1 1 1,p9453_s0001 p9453_s0002 p9453_s0003 p9453_s0004 p9453_s0005 p9453_s0006,False,False,0
p9454,14,13,p9454_s0001,p9454_s0014,0,4,0 2 2 2 1 2 1 2 2 2 1 1 4 4,p9454_s0001 p9454_s0002 p9454_s0003 p9454_s0004 p9454_s0005 p9454_s0006 p9454_s0007 p9454_s0008 p9454_s0009 p9454_s0010 p9454_s0011 p9454_s0012 p9454_s0013 p9454_s0014,True,False,0
p9455,1,0,p9455_s0001,p9455_s0001,0,0,0,p9455_s0001,False,False,1
p9456,7,6,p9456_s0001,p9456_s0007,4,1,4 1 1 1 2 1 1,p9456_s0001 p9456_s0002 p9456_s0003 p9456_s0004 p9456_s0005 p9456_s0006 p9456_s0007,True,False,6
p9458,7,6,p9458_s0001,p9458_s0007,0,2,0 1 4 2 1 2 2,p9458_s0001 p9458_s0002 p9458_s0003 p9458_s0004 p9458_s0005 p9458_s0006 p9458_s0007,True,False,0
p9459,23,22,p9459_s0001,p9459_s0023,0,2,0 2 3 1 1 1 1 2 1 1 2 1 1 2 2 2 2 4 1 1 1 1 2,p9459_s0001 p9459_s0002 p9459_s0003 p9459_s0004 p9459_s0005 p9459_s0006 p9459_s0007 p9459_s0008 p9459_s0009 p9459_s0010 p9459_s0011 p9459_s0012 p9459_s0013 p9459_s0014 p9459_s0015 p9459_s0016 p9459_s0017 p9459_s0018 p9459_s0019 p9459_s0020 p9459_s0021 p9459_s0022 p9459_s0023,True,False,0
p946,3,2,p946_s0001,p946_s0003,3,2,3 1 2,p946_s0001 p946_s0002 p946_s0003,False,False,0
p9460,1,0,p9460_s0001,p9460_s0001,0,0,0,p9460_s0001,False,False,0
p9461,2,1,p9461_s0001,p9461_s0002,0,2,0 2,p9461_s0001 p9461_s0002,False,False,0
p9462,12,11,p9462_s0001,p9462_s0012,0,4,0 1 2 1 1 1 1 1 1 2 4 4,p9462_s0001 p9462_s0002 p9462_s0003 p9462_s0004 p9462_s0005 p9462_s0006 p9462_s0007 p9462_s0008 p9462_s0009 p9462_s0010 p9462_s0011 p9462_s0012,True,False,1
p9463,2,1,p9463_s0001,p9463_s0002,0,2,0 2,p9463_s0001 p9463_s0002,False,False,0
p9464,1,0,p9464_s0001,p9464_s0001,4,4,4,p9464_s0001,True,False,0
p9465,4,3,p9465_s0001,p9465_s0004,0,4,0 3 1 4,p9465_s0001 p9465_s0002 p9465_s0003 p9465_s0004,True,False,3
p9466,35,34,p9466_s0001,p9466_s0035,0,2,0 1 1 1 1 3 2 4 2 3 1 1 2 2 2 2 1 2 2 2 2 1 2 1 2 2 2 2 1 2 2 2 2 2 2,p9466_s0001 p9466_s0002 p9466_s0003 p9466_s0004 p9466_s0005 p9466_s0006 p9466_s0007 p9466_s0008 p9466_s0009 p9466_s0010 p9466_s0011 p9466_s0012 p9466_s0013 p9466_s0014 p9466_s0015 p9466_s0016 p9466_s0017 p9466_s0018 p9466_s0019 p9466_s0020 p9466_s0021 p9466_s0022 p9466_s0023 p9466_s0024 p9466_s0025 p9466_s0026 p9466_s0027 p9466_s0028 p9466_s0029 p9466_s0030 p9466_s0031 p9466_s0032 p9466_s0033 p9466_s0034 p9466_s0035,True,False,0
p9467,31,30,p9467_s0001,p9467_s0031,0,4,0 1 2 1 1 1 1 1 2 1 1 1 3 2 2 2 3 3 1 3 1 2 1 1 4 1 1 1 1 1 4,p9467_s0001 p9467_s0002 p9467_s0003 p9467_s0004 p9467_s0005 p9467_s0006 p9467_s0007 p9467_s0008 p9467_s0009 p9467_s0010 p9467_s0011 p9467_s0012 p9467_s0013 p9467_s0014 p9467_s0015 p9467_s0016 p9467_s0017 p9467_s0018 p9467_s0019 p9467_s0020 p9467_s0021 p9467_s0022 p9467_s0023 p9467_s0024 p9467_s0025 p9467_s0026 p9467_s0027 p9467_s0028 p9467_s0029 p9467_s0030 p9467_s0031,True,False,1
p9468,4,3,p9468_s0001,p9468_s0004,0,1,0 1 4 1,p9468_s0001 p9468_s0002 p9468_s0003 p9468_s0004,True,False,0
p9469,2,1,p9469_s0001,p9469_s0002,0,4,0 4,p9469_s0001 p9469_s0002,True,False,0
p947,1,0,p947_s0001,p947_s0001,2,2,2,p947_s0001,False,False,0
p9470,3,2,p9470_s0001,p9470_s0003,0,2,0 1 2,p9470_s0001 p9470_s0002 p9470_s0003,False,False,0
p9471,55,54,p9471_s0001,p9471_s0055,0,4,0 2 1 1 1 2 2 2 1 2 2 1 2 1 2 2 1 2 2 2 1 1 1 1 1 2 1 1 2 1 2 1 1 2 1 2 1 2 2 1 2 2 1 2 1 2 2 2 2 1 1 2 1 4 4,p9471_s0001 p9471_s0002 p9471_s0003 p9471_s0004 p9471_s0005 p9471_s0006 p9471_s0007 p9471_s0008 p9471_s0009 p9471_s0010 p9471_s0011 p9471_s0012 p9471_s0013 p9471_s0014 p9471_s0015 p9471_s0016 p9471_s0017 p9471_s0018 p9471_s0019 p9471_s0020 p9471_s0021 p9471_s0022 p9471_s0023 p9471_s0024 p9471_s0025 p9471_s0026 p9471_s0027 p9471_s0028 p9471_s0029 p9471_s0030 p9471_s0031 p9471_s0032 p9471_s0033 p9471_s0034 p9471_s0035 p9471_s0036 p9471_s0037 p9471_s0038 p9471_s0039 p9471_s0040 p9471_s0041 p9471_s0042 p9471_s0043 p9471_s0044 p9471_s0045 p9471_s0046 p9471_s0047 p9471_s0048 p9471_s0049 p9471_s0050 p9471_s0051 p9471_s0052 p9471_s0053 p9471_s0054 p9471_s0055,True,False,1
p9472,12,11,p9472_s0001,p9472_s0012,3,4,3 1 1 1 1 1 2 1 2 1 2 4,p9472_s0001 p9472_s0002 p9472_s0003 p9472_s0004 p9472_s0005 p9472_s0006 p9472_s0007 p9472_s0008 p9472_s0009 p9472_s0010 p9472_s0011 p9472_s0012,True,False,0
p9473,1,0,p9473_s0001,p9473_s0001,0,0,0,p9473_s0001,False,False,0
p9474,1,0,p9474_s0001,p9474_s0001,2,2,2,p9474_s0001,False,False,0
p9475,4,3,p9475_s0001,p9475_s0004,4,1,4 4 3 1,p9475_s0001 p9475_s0002 p9475_s0003 p9475_s0004,True,False,4
p9476,1,0,p9476_s0001,p9476_s0001,3,3,3,p9476_s0001,False,False,1
p9477,1,0,p9477_s0001,p9477_s0001,0,0,0,p9477_s0001,False,False,0
p9478,14,13,p9478_s0001,p9478_s0014,0,4,0 4 2 1 1 1 1 2 1 2 1 2 1 4,p9478_s0001 p9478_s0002 p9478_s0003 p9478_s0004 p9478_s0005 p9478_s0006 p9478_s0007 p9478_s0008 p9478_s0009 p9478_s0010 p9478_s0011 p9478_s0012 p9478_s0013 p9478_s0014,True,False,1
p9479,2,1,p9479_s0001,p9479_s0002,0,1,0 1,p9479_s0001 p9479_s0002,False,False,2
p948,2,1,p948_s0001,p948_s0002,0,0,0 0,p948_s0001 p948_s0002,False,False,2
p9480,4,3,p9480_s0001,p9480_s0004,0,1,0 1 1 1,p9480_s0001 p9480_s0002 p9480_s0003 p9480_s0004,False,False,0
p9481,2,1,p9481_s0001,p9481_s0002,4,1,4 1,p9481_s0001 p9481_s0002,True,False,0
p9482,7,6,p9482_s0001,p9482_s0007,0,2,0 2 1 2 2 2 2,p9482_s0001 p9482_s0002 p9482_s0003 p9482_s0004 p9482_s0005 p9482_s0006 p9482_s0007,False,False,0
p9483,4,3,p9483_s0001,p9483_s0004,4,1,4 1 1 1,p9483_s0001 p9483_s0002 p9483_s0003 p9483_s0004,True,False,0
p9484,11,10,p9484_s0001,p9484_s0011,0,1,0 1 1 2 2 2 1 1 1 2 1,p9484_s0001 p9484_s0002 p9484_s0003 p9484_s0004 p9484_s0005 p9484_s0006 p9484_s0007 p9484_s0008 p9484_s0009 p9484_s0010 p9484_s0011,False,False,0
p9485,2,1,p9485_s0001,p9485_s0002,0,1,0 1,p9485_s0001 p9485_s0002,False,False,0
p9486,19,18,p9486_s0001,p9486_s0019,0,1,0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1,p9486_s0001 p9486_s0002 p9486_s0003 p9486_s0004 p9486_s0005 p9486_s0006 p9486_s0007 p9486_s0008 p9486_s0009 p9486_s0010 p9486_s0011 p9486_s0012 p9486_s0013 p9486_s0014 p9486_s0015 p9486_s0016 p9486_s0017 p9486_s0018 p9486_s0019,False,False,0
p9487,2,1,p9487_s0001,p9487_s0002,0,4,0 4,p9487_s0001 p9487_s0002,True,False,0
p9488,2,1,p9488_s0001,p9488_s0002,0,1,0 1,p9488_s0001 p9488_s0002,False,False,2
p9489,3,2,p9489_s0001,p9489_s0003,0,1,0 1 1,p9489_s0001 p9489_s0002 p9489_s0003,False,False,1
p949,3,2,p949_s0001,p949_s0003,4,4,4 1 4,p949_s0001 p949_s0002 p949_s0003,True,False,1
p9490,4,3,p9490_s0001,p9490_s0004,0,3,0 1 1 3,p9490_s0001 p9490_s0002 p9490_s0003 p9490_s0004,False,False,0
p9491,1,0,p9491_s0001,p9491_s0001,0,0,0,p9491_s0001,False,False,0
p9492,13,12,p9492_s0001,p9492_s0013,2,4,2 2 1 1 2 1 1 2 1 1 1 1 4,p9492_s0001 p9492_s0002 p9492_s0003 p9492_s0004 p9492_s0005 p9492_s0006 p9492_s0007 p9492_s0008 p9492_s0009 p9492_s0010 p9492_s0011 p9492_s0012 p9492_s0013,True,False,1
p9493,1,0,p9493_s0001,p9493_s0001,0,0,0,p9493_s0001,False,False,0
p9494,1,0,p9494_s0001,p9494_s0001,0,0,0,p9494_s0001,False,False,0
p9495,1,0,p9495_s0001,p9495_s0001,0,0,0,p9495_s0001,False,False,0
p9496,17,16,p9496_s0001,p9496_s0017,0,4,0 1 1 1 1 2 1 1 1 1 1 3 1 2 2 1 4,p9496_s0001 p9496_s0002 p9496_s0003 p9496_s0004 p9496_s0005 p9496_s0006 p9496_s0007 p9496_s0008 p9496_s0009 p9496_s0010 p9496_s0011 p9496_s0012 p9496_s0013 p9496_s0014 p9496_s0015 p9496_s0016 p9496_s0017,True,False,1
p9497,3,2,p9497_s0001,p9497_s0003,0,1,0 4 1,p9497_s0001 p9497_s0002 p9497_s0003,True,False,3
p9498,1,0,p9498_s0001,p9498_s0001,0,0,0,p9498_s0001,False,False,0
p9499,2,1,p9499_s0001,p9499_s0002,0,2,0 2,p9499_s0001 p9499_s0002,False,False,0
p95,11,10,p95_s0001,p95_s0011,0,2,0 1 1 1 1 3 4 2 1 1 2,p95_s0001 p95_s0002 p95_s0003 p95_s0004 p95_s0005 p95_s0006 p95_s0007 p95_s0008 p95_s0009 p95_s0010 p95_s0011,True,False,11
p950,6,5,p950_s0001,p950_s0006,2,2,2 1 1 4 2 2,p950_s0001 p950_s0002 p950_s0003 p950_s0004 p950_s0005 p950_s0006,True,False,0
p9500,11,10,p9500_s0001,p9500_s0011,0,4,0 1 1 1 2 2 1 1 3 3 4,p9500_s0001 p9500_s0002 p9500_s0003 p9500_s0004 p9500_s0005 p9500_s0006 p9500_s0007 p9500_s0008 p9500_s0009 p9500_s0010 p9500_s0011,True,False,1
p9501,1,0,p9501_s0001,p9501_s0001,0,0,0,p9501_s0001,False,False,0
p9502,7,6,p9502_s0001,p9502_s0007,0,1,0 1 1 3 1 2 1,p9502_s0001 p9502_s0002 p9502_s0003 p9502_s0004 p9502_s0005 p9502_s0006 p9502_s0007,False,False,0
p9504,2,1,p9504_s0001,p9504_s0002,2,4,2 4,p9504_s0001 p9504_s0002,True,False,0
p9505,1,0,p9505_s0001,p9505_s0001,0,0,0,p9505_s0001,False,False,0
p9506,1,0,p9506_s0001,p9506_s0001,0,0,0,p9506_s0001,False,False,0
p9507,11,10,p9507_s0001,p9507_s0011,0,1,0 2 2 1 1 2 1 2 1 1 1,p9507_s0001 p9507_s0002 p9507_s0003 p9507_s0004 p9507_s0005 p9507_s0006 p9507_s0007 p9507_s0008 p9507_s0009 p9507_s0010 p9507_s0011,False,False,0
p9508,2,1,p9508_s0001,p9508_s0002,2,2,2 2,p9508_s0001 p9508_s0002,False,False,0
p9509,1,0,p9509_s0001,p9509_s0001,0,0,0,p9509_s0001,False,False,1
p951,1,0,p951_s0001,p951_s0001,3,3,3,p951_s0001,False,False,0
p9510,1,0,p9510_s0001,p9510_s0001,0,0,0,p9510_s0001,False,False,0
p9511,1,0,p9511_s0001,p9511_s0001,0,0,0,p9511_s0001,False,False,0
p9512,7,6,p9512_s0001,p9512_s0007,0,1,0 1 1 1 1 4 1,p9512_s0001 p9512_s0002 p9512_s0003 p9512_s0004 p9512_s0005 p9512_s0006 p9512_s0007,True,False,2
p9513,1,0,p9513_s0001,p9513_s0001,0,0,0,p9513_s0001,False,False,0
p9514,3,2,p9514_s0001,p9514_s0003,3,1,3 1 1,p9514_s0001 p9514_s0002 p9514_s0003,False,False,0
p9515,11,10,p9515_s0001,p9515_s0011,0,1,0 1 1 1 2 1 1 3 2 2 1,p9515_s0001 p9515_s0002 p9515_s0003 p9515_s0004 p9515_s0005 p9515_s0006 p9515_s0007 p9515_s0008 p9515_s0009 p9515_s0010 p9515_s0011,False,False,0
p9516,66,65,p9516_s0001,p9516_s0066,0,2,0 1 1 1 3 3 3 3 2 3 1 3 3 1 3 3 3 3 3 3 3 3 2 1 1 3 3 3 3 2 2 2 2 3 2 3 3 3 3 1 1 1 2 3 3 1 1 2 2 2 3 1 1 4 1 1 1 2 2 3 3 3 3 3 1 2,p9516_s0001 p9516_s0002 p9516_s0003 p9516_s0004 p9516_s0005 p9516_s0006 p9516_s0007 p9516_s0008 p9516_s0009 p9516_s0010 p9516_s0011 p9516_s0012 p9516_s0013 p9516_s0014 p9516_s0015 p9516_s0016 p9516_s0017 p9516_s0018 p9516_s0019 p9516_s0020 p9516_s0021 p9516_s0022 p9516_s0023 p9516_s0024 p9516_s0025 p9516_s0026 p9516_s0027 p9516_s0028 p9516_s0029 p9516_s0030 p9516_s0031 p9516_s0032 p9516_s0033 p9516_s0034 p9516_s0035 p9516_s0036 p9516_s0037 p9516_s0038 p9516_s0039 p9516_s0040 p9516_s0041 p9516_s0042 p9516_s0043 p9516_s0044 p9516_s0045 p9516_s0046 p9516_s0047 p9516_s0048 p9516_s0049 p9516_s0050 p9516_s0051 p9516_s0052 p9516_s0053 p9516_s0054 p9516_s0055 p9516_s0056 p9516_s0057 p9516_s0058 p9516_s0059 p9516_s0060 p9516_s0061 p9516_s0062 p9516_s0063 p9516_s0064 p9516_s0065 p9516_s0066,True,False,0
p9517,2,1,p9517_s0001,p9517_s0002,0,2,0 2,p9517_s0001 p9517_s0002,False,False,0
p9518,4,3,p9518_s0001,p9518_s0004,0,4,0 1 1 4,p9518_s0001 p9518_s0002 p9518_s0003 p9518_s0004,True,False,1
p9519,16,15,p9519_s0001,p9519_s0016,0,4,0 1 1 2 1 2 2 1 1 1 1 1 2 1 1 4,p9519_s0001 p9519_s0002 p9519_s0003 p9519_s0004 p9519_s0005 p9519_s0006 p9519_s0007 p9519_s0008 p9519_s0009 p9519_s0010 p9519_s0011 p9519_s0012 p9519_s0013 p9519_s0014 p9519_s0015 p9519_s0016,True,False,1
p952,1,0,p952_s0001,p952_s0001,0,0,0,p952_s0001,False,False,0
p9520,2,1,p9520_s0001,p9520_s0002,0,1,0 1,p9520_s0001 p9520_s0002,False,False,2
p9521,50,49,p9521_s0001,p9521_s0050,2,4,2 4 1 2 2 2 1 2 1 2 2 1 2 2 2 2 1 1 2 2 1 1 1 1 2 2 2 1 2 2 2 1 1 1 2 1 4 2 1 2 2 2 2 2 1 1 2 2 2 4,p9521_s0001 p9521_s0002 p9521_s0003 p9521_s0004 p9521_s0005 p9521_s0006 p9521_s0007 p9521_s0008 p9521_s0009 p9521_s0010 p9521_s0011 p9521_s0012 p9521_s0013 p9521_s0014 p9521_s0015 p9521_s0016 p9521_s0017 p9521_s0018 p9521_s0019 p9521_s0020 p9521_s0021 p9521_s0022 p9521_s0023 p9521_s0024 p9521_s0025 p9521_s0026 p9521_s0027 p9521_s0028 p9521_s0029 p9521_s0030 p9521_s0031 p9521_s0032 p9521_s0033 p9521_s0034 p9521_s0035 p9521_s0036 p9521_s0037 p9521_s0038 p9521_s0039 p9521_s0040 p9521_s0041 p9521_s0042 p9521_s0043 p9521_s0044 p9521_s0045 p9521_s0046 p9521_s0047 p9521_s0048 p9521_s0049 p9521_s0050,True,False,1
p9522,21,20,p9522_s0001,p9522_s0021,0,4,0 1 3 1 1 2 3 1 1 2 1 2 1 3 3 2 1 1 3 4 4,p9522_s0001 p9522_s0002 p9522_s0003 p9522_s0004 p9522_s0005 p9522_s0006 p9522_s0007 p9522_s0008 p9522_s0009 p9522_s0010 p9522_s0011 p9522_s0012 p9522_s0013 p9522_s0014 p9522_s0015 p9522_s0016 p9522_s0017 p9522_s0018 p9522_s0019 p9522_s0020 p9522_s0021,True,False,0
p9524,4,3,p9524_s0001,p9524_s0004,0,1,0 1 1 1,p9524_s0001 p9524_s0002 p9524_s0003 p9524_s0004,False,False,4
p9525,3,2,p9525_s0001,p9525_s0003,0,1,0 1 1,p9525_s0001 p9525_s0002 p9525_s0003,False,False,0
p9526,3,2,p9526_s0001,p9526_s0003,4,1,4 4 1,p9526_s0001 p9526_s0002 p9526_s0003,True,False,3
p9527,1,0,p9527_s0001,p9527_s0001,3,3,3,p9527_s0001,False,False,1
p9528,1,0,p9528_s0001,p9528_s0001,0,0,0,p9528_s0001,False,False,0
p9529,4,3,p9529_s0001,p9529_s0004,0,1,0 1 1 1,p9529_s0001 p9529_s0002 p9529_s0003 p9529_s0004,False,False,0
p953,103,102,p953_s0001,p953_s0103,0,2,0 1 1 1 1 2 1 2 2 2 1 2 2 1 2 2 1 2 1 1 1 1 2 2 2 1 2 1 1 2 2 1 2 2 2 2 1 2 2 2 2 2 1 2 2 2 1 2 1 1 2 1 2 2 1 1 1 2 1 2 2 2 2 1 4 2 4 2 2 2 2 2 1 2 1 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2 1 1 4 2 2 2 2 2 2 1 2 2 2,p953_s0001 p953_s0002 p953_s0003 p953_s0004 p953_s0005 p953_s0006 p953_s0007 p953_s0008 p953_s0009 p953_s0010 p953_s0011 p953_s0012 p953_s0013 p953_s0014 p953_s0015 p953_s0016 p953_s0017 p953_s0018 p953_s0019 p953_s0020 p953_s0021 p953_s0022 p953_s0023 p953_s0024 p953_s0025 p953_s0026 p953_s0027 p953_s0028 p953_s0029 p953_s0030 p953_s0031 p953_s0032 p953_s0033 p953_s0034 p953_s0035 p953_s0036 p953_s0037 p953_s0038 p953_s0039 p953_s0040 p953_s0041 p953_s0042 p953_s0043 p953_s0044 p953_s0045 p953_s0046 p953_s0047 p953_s0048 p953_s0049 p953_s0050 p953_s0051 p953_s0052 p953_s0053 p953_s0054 p953_s0055 p953_s0056 p953_s0057 p953_s0058 p953_s0059 p953_s0060 p953_s0061 p953_s0062 p953_s0063 p953_s0064 p953_s0065 p953_s0066 p953_s0067 p953_s0068 p953_s0069 p953_s0070 p953_s0071 p953_s0072 p953_s0073 p953_s0074 p953_s0075 p953_s0076 p953_s0077 p953_s0078 p953_s0079 p953_s0080 p953_s0081 p953_s0082 p953_s0083 p953_s0084 p953_s0085 p953_s0086 p953_s0087 p953_s0088 p953_s0089 p953_s0090 p953_s0091 p953_s0092 p953_s0093 p953_s0094 p953_s0095 p953_s0096 p953_s0097 p953_s0098 p953_s0099 p953_s0100 p953_s0101 p953_s0102 p953_s0103,True,False,0
p9530,1,0,p9530_s0001,p9530_s0001,0,0,0,p9530_s0001,False,False,1
p9531,1,0,p9531_s0001,p9531_s0001,0,0,0,p9531_s0001,False,False,0
p9532,2,1,p9532_s0001,p9532_s0002,0,4,0 4,p9532_s0001 p9532_s0002,True,False,0
p9533,4,3,p9533_s0001,p9533_s0004,0,1,0 1 2 1,p9533_s0001 p9533_s0002 p9533_s0003 p9533_s0004,False,False,0
p9534,10,9,p9534_s0001,p9534_s0010,0,2,0 1 2 1 2 1 2 1 1 2,p9534_s0001 p9534_s0002 p9534_s0003 p9534_s0004 p9534_s0005 p9534_s0006 p9534_s0007 p9534_s0008 p9534_s0009 p9534_s0010,False,False,0
p9535,1,0,p9535_s0001,p9535_s0001,3,3,3,p9535_s0001,False,False,0
p9536,1,0,p9536_s0001,p9536_s0001,3,3,3,p9536_s0001,False,False,1
p9537,6,5,p9537_s0001,p9537_s0006,0,1,0 4 3 2 1 1,p9537_s0001 p9537_s0002 p9537_s0003 p9537_s0004 p9537_s0005 p9537_s0006,True,False,6
p9538,2,1,p9538_s0001,p9538_s0002,0,2,0 2,p9538_s0001 p9538_s0002,False,False,0
